Make,Model,Injury.Severity,Aircraft.damage,Total.Serious.Injuries,Total.Fatal.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Investigation.Type,Engine.Type
Cessna,310R,Incident,Minor,0.0,0.0,1.0,VMC,Takeoff,Incident,Reciprocating
Cessna,140,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172F,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Piper,PA-24-250,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Piper,PA-22-108,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,A36,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Piper,PA-34-220T,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Piper,PA-22-108,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-24-250,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Descent,Accident,Reciprocating
Piper,PA-32-260,Non-Fatal,Substantial,0.0,0.0,6.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-32-300,Fatal(1),Destroyed,2.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,A185F,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Taxi,Accident,Reciprocating
Cessna,182M,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,172-F,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Beech,C-23,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,177RG,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-161,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Descent,Accident,Reciprocating
Piper,PA-23-250,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Climb,Accident,Reciprocating
Mooney,M-20J,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,402,Incident,Minor,0.0,0.0,9.0,VMC,Landing,Incident,Reciprocating
Grumman,G-44,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,58,Non-Fatal,Substantial,1.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-23-250,Fatal(5),Destroyed,0.0,5.0,0.0,IMC,Approach,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Grumman,G-164B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,172B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Mooney,M20C,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,210L,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Piper,PA-38-112,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,172H,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-18,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,172F,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,182P,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Beech,58 FOXSTAR,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,T337G,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Climb,Accident,Reciprocating
Piper,PA-23-250,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Climb,Accident,Reciprocating
Cessna,210A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Descent,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28-180,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Approach,Accident,Reciprocating
Cessna,A185F,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,182P,Fatal(2),Destroyed,1.0,2.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-235,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,T210L,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,310R,Fatal(4),Destroyed,0.0,4.0,0.0,VMC,Climb,Accident,Reciprocating
Bell,206B3,Non-Fatal,Destroyed,4.0,0.0,0.0,VMC,Cruise,Accident,Turbo Shaft
Cessna,T337H,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,210L,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Bellanca,14-13-2,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Bell,206L-3,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Turbo Shaft
Piper,PA-32-300,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,T-210M,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28-180C,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172F,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Cessna,150D,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172N,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-28-151,Fatal(1),Destroyed,1.0,1.0,0.0,IMC,Go-around,Accident,Reciprocating
Bell,UH-1E,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Climb,Accident,Turbo Shaft
Cessna,421A,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,402C,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,206G,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Taxi,Accident,Reciprocating
Cessna,205A,Non-Fatal,Substantial,0.0,0.0,1.0,UNK,Landing,Accident,Reciprocating
Boeing,747-251B,Incident,Minor,0.0,0.0,3.0,VMC,Taxi,Incident,Turbo Jet
Beech,A23,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-18-105,Non-Fatal,Substantial,0.0,0.0,1.0,UNK,Maneuvering,Accident,Reciprocating
Cessna,185,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-140,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,310L,Non-Fatal,Substantial,1.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Boeing,A-75N1,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Beech,65-90,Non-Fatal,Substantial,1.0,0.0,13.0,VMC,Cruise,Accident,Turbo Prop
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Beech,A36,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,172N,Fatal(1),Destroyed,1.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Beech,58P,Fatal(4),Substantial,0.0,4.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Hughes,269A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-12,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Cessna,152,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Unknown,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Beech,35-C33,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Descent,Accident,Reciprocating
Piper,PA-28-180,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28R-200,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,G35,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,P210N,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Takeoff,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,3.0,IMC,Landing,Accident,Reciprocating
Beech,A23,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,172H,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,150K,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Descent,Accident,Reciprocating
Piper,PA-23-160,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,182-D,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Piper,PA-28-180,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,172K,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,206E,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,C-99,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Turbo Prop
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,182P,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,195A,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,P210N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Piper,PA-601P,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-18-150,Non-Fatal,Destroyed,2.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Mooney,M20J,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Go-around,Accident,Reciprocating
Cessna,402C,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Approach,Accident,Reciprocating
Piper,PA-18,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-32-300,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Climb,Accident,Reciprocating
Boeing,B-737-200,Incident,Minor,0.0,0.0,57.0,IMC,Takeoff,Incident,Turbo Jet
Cessna,172P,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,207,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,182A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,185F,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-180,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-181,Fatal(1),Substantial,1.0,1.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,172P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Beech,95-B55,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Boeing,727-100,Non-Fatal,Substantial,1.0,0.0,5.0,VMC,Standing,Accident,Turbo Fan
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,T210H,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-44,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,172L,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Go-around,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Bellanca,14-13,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-23-160,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-18-150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,P210N,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Boeing,757-24APF,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Turbo Fan
Piper,J3C,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Boeing,B-737-300,Incident,Minor,0.0,0.0,134.0,VMC,Standing,Incident,Turbo Fan
Piper,PA-44-180,Non-Fatal,Substantial,0.0,0.0,4.0,IMC,Cruise,Accident,Reciprocating
Cessna,182P,Non-Fatal,Substantial,0.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Beech,95B55,Fatal(1),Substantial,0.0,1.0,0.0,IMC,Go-around,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Piper,PA-31T1,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Cruise,Accident,Turbo Prop
Bell,206B,Non-Fatal,Destroyed,0.0,0.0,4.0,VMC,Cruise,Accident,Turbo Shaft
Piper,PA-28R-201T,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,172,Fatal(1),Substantial,0.0,1.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172J,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32-260,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,206,Fatal(1),Substantial,0.0,1.0,0.0,IMC,Unknown,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Bell,206B,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Turbo Shaft
Bellanca,17-30A,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,T210M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Grumman,AA5,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,177,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Beech,C23,Fatal(1),Substantial,0.0,1.0,0.0,IMC,Unknown,Accident,Reciprocating
Piper,PA-28R-180,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Descent,Accident,Reciprocating
Beech,V35,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,402,Incident,Minor,0.0,0.0,1.0,VMC,Taxi,Incident,Reciprocating
Cessna,206,Non-Fatal,Destroyed,1.0,0.0,0.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-23,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Standing,Accident,Reciprocating
Cessna,172B,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Beech,E18S,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,180,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Beech,A36,Non-Fatal,Substantial,0.0,0.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,175A,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-235,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-60-600,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-32RT-300,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,402C,Fatal(5),Destroyed,0.0,5.0,0.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-28-236,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Mooney,M20J,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,185,Non-Fatal,Destroyed,1.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-18,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28R-200,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,207,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Maneuvering,Accident,Reciprocating
Cessna,402B,Non-Fatal,Substantial,0.0,0.0,0.0,IMC,Landing,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,421C,Non-Fatal,Substantial,0.0,0.0,5.0,VMC,Landing,Accident,Reciprocating
Cessna,208B,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Taxi,Accident,Turbo Prop
Beech,1900D,Non-Fatal,Substantial,0.0,0.0,15.0,VMC,Takeoff,Accident,Turbo Prop
Bell,206B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Turbo Shaft
Cessna,182R,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,182A,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,A150L,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-18,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-32R-300,Fatal(4),Destroyed,0.0,4.0,0.0,IMC,Cruise,Accident,Reciprocating
Boeing,747-131,Incident,Minor,0.0,0.0,189.0,VMC,Landing,Incident,Turbo Fan
Piper,PA-32RT,Fatal(1),Destroyed,1.0,1.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172F,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Cessna,120,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,182G,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Takeoff,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Bell,206B,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Maneuvering,Accident,Turbo Shaft
Cessna,150F,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,150H,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,T210,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Descent,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28R-200,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-46-350P,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Climb,Accident,Reciprocating
Cessna,172C,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Cessna,185A,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32-260,Non-Fatal,Substantial,0.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,A185F,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150G,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28R-180,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-22-150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-12,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-161,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Unknown,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Mooney,M20J,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Beech,95-C55,Non-Fatal,Substantial,3.0,0.0,0.0,IMC,Landing,Accident,Reciprocating
Cessna,140,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,182,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,150H,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-24-250,Fatal(2),Destroyed,0.0,2.0,0.0,UNK,Descent,Accident,Reciprocating
Cessna,150L,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32-260,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Mooney,M20K,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-22-161,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Grumman,AA-5A,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,310Q,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Takeoff,Accident,Reciprocating
Cessna,207,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,182B,Fatal(1),Destroyed,0.0,1.0,0.0,UNK,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,0.0,IMC,Takeoff,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,310Q,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Landing,Accident,Reciprocating
Cessna,P210N,Non-Fatal,Substantial,2.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,182M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,177B,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-151,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,208,Non-Fatal,Substantial,0.0,0.0,8.0,VMC,Taxi,Accident,Turbo Prop
Cessna,175,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,V35B,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,A185F,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Beech,65-90,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Takeoff,Accident,Turbo Prop
Bell,47G,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Descent,Accident,Reciprocating
Piper,PA-28-181,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Climb,Accident,Reciprocating
Cessna,150H,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,207,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-30,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Beech,A60,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Climb,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
